Domain,Base Domain,Scanned Hostname,SSLv2,SSLv3,TLSv1.0,TLSv1.1,TLSv1.2,Any Forward Secrecy,All Forward Secrecy,Weakest DH Group Size,Any RC4,All RC4,Any 3DES,Key Type,Key Length,Signature Algorithm,SHA-1 in Served Chain,SHA-1 in Constructed Chain,Not Before,Not After,Highest Served Issuer,Highest Constructed Issuer,Errors
employeeexpress.gov,employeeexpress.gov,www.employeeexpress.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
empowhr.gov,empowhr.gov,empowhr.gov,False,False,True,True,True,True,False,384,False,False,True,,,,,,,,,,
ems.gov,ems.gov,www.ems.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
endingthedocumentgame.gov,endingthedocumentgame.gov,endingthedocumentgame.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
energy.gov,energy.gov,energy.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
energycodes.gov,energycodes.gov,www.energycodes.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
energystar.gov,energystar.gov,www.energystar.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
eop.gov,eop.gov,www.eop.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
epa.gov,epa.gov,www.epa.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
epic.gov,epic.gov,www.epic.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
esa.gov,esa.gov,esa.gov,False,False,False,True,True,True,False,521,False,False,True,,,,,,,,,,
esc.gov,esc.gov,,,,,,,,,,,,,,,,,,,,,,
esrs.gov,esrs.gov,esrs.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
eta-find.gov,eta-find.gov,eta-find.gov,False,False,False,False,True,False,False,,False,False,False,,,,,,,,,,
ethicsburg.gov,ethicsburg.gov,www.ethicsburg.gov,False,False,True,True,True,True,False,384,False,False,True,,,,,,,,,,
evergladesrestoration.gov,evergladesrestoration.gov,evergladesrestoration.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
everify.gov,everify.gov,everify.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
everykidinapark.gov,everykidinapark.gov,everykidinapark.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
evus.gov,evus.gov,www.evus.gov,False,False,False,True,True,True,False,2048,False,False,False,,,,,,,,,,
execsec.gov,execsec.gov,www.execsec.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
exim.gov,exim.gov,www.exim.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
exploretsp.gov,exploretsp.gov,exploretsp.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
export.gov,export.gov,www.export.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
faa.gov,faa.gov,www.faa.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
faasafety.gov,faasafety.gov,www.faasafety.gov,False,False,True,True,True,True,False,256,True,False,True,,,,,,,,,,
faca.gov,faca.gov,faca.gov,False,False,False,True,True,True,False,2048,False,False,True,,,,,,,,,,
facadatabase.gov,facadatabase.gov,facadatabase.gov,False,False,True,True,True,True,False,256,True,False,True,,,,,,,,,,
fafsa.gov,fafsa.gov,,,,,,,,,,,,,,,,,,,,,,
fai.gov,fai.gov,www.fai.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
fapiis.gov,fapiis.gov,www.fapiis.gov,False,False,True,True,False,True,False,1024,False,False,True,,,,,,,,,,
faq.gov,faq.gov,faq.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
fara.gov,fara.gov,www.fara.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
fatherhood.gov,fatherhood.gov,www.fatherhood.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
fbi.gov,fbi.gov,www.fbi.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
fbiic.gov,fbiic.gov,www.fbiic.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
fbijobs.gov,fbijobs.gov,fbijobs.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
fbo.gov,fbo.gov,www.fbo.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
fca.gov,fca.gov,fca.gov,False,False,True,True,True,True,False,521,False,False,True,,,,,,,,,,
fcc.gov,fcc.gov,www.fcc.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
fcg.gov,fcg.gov,www.fcg.gov,False,False,False,False,True,True,True,256,False,False,False,,,,,,,,,,
fcsic.gov,fcsic.gov,www.fcsic.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
fda.gov,fda.gov,www.fda.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
fdic.gov,fdic.gov,www.fdic.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
fdicconnect.gov,fdicconnect.gov,www.fdicconnect.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
fdicig.gov,fdicig.gov,fdicig.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
fdicoig.gov,fdicoig.gov,fdicoig.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
fdicseguro.gov,fdicseguro.gov,www.fdicseguro.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
fdlp.gov,fdlp.gov,www.fdlp.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
fdms.gov,fdms.gov,www.fdms.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
fdsys.gov,fdsys.gov,,,,,,,,,,,,,,,,,,,,,,
feb.gov,feb.gov,feb.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
fec.gov,fec.gov,www.fec.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
fedbizopps.gov,fedbizopps.gov,fedbizopps.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
fedcenter.gov,fedcenter.gov,fedcenter.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
federalinvestments.gov,federalinvestments.gov,federalinvestments.gov,False,False,True,True,True,True,False,384,False,False,True,,,,,,,,,,
federaljobs.gov,federaljobs.gov,federaljobs.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
federalregister.gov,federalregister.gov,www.federalregister.gov,False,False,False,False,True,True,False,256,False,False,True,,,,,,,,,,
federalreserve.gov,federalreserve.gov,www.federalreserve.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
federalreserveconsumerhelp.gov,federalreserveconsumerhelp.gov,federalreserveconsumerhelp.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
fedidcard.gov,fedidcard.gov,fedidcard.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
fedinvest.gov,fedinvest.gov,fedinvest.gov,False,False,True,True,True,True,False,384,False,False,True,,,,,,,,,,
fedjobs.gov,fedjobs.gov,fedjobs.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
fedpartnership.gov,fedpartnership.gov,fedpartnership.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
fedramp.gov,fedramp.gov,www.fedramp.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
fedrooms.gov,fedrooms.gov,fedrooms.gov,False,False,False,True,True,True,False,2048,False,False,True,,,,,,,,,,
fedshirevets.gov,fedshirevets.gov,fedshirevets.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
feedthefuture.gov,feedthefuture.gov,feedthefuture.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
fegli.gov,fegli.gov,fegli.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
fema.gov,fema.gov,www.fema.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
ferc.gov,ferc.gov,ferc.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
fercalt.gov,fercalt.gov,fercalt.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
ffiec.gov,ffiec.gov,www.ffiec.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
fgdc.gov,fgdc.gov,fgdc.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
fha.gov,fha.gov,fha.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
fhfa.gov,fhfa.gov,www.fhfa.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
fhfaoig.gov,fhfaoig.gov,www.fhfaoig.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
financialresearch.gov,financialresearch.gov,www.financialresearch.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
financialstability.gov,financialstability.gov,www.financialstability.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
fincen.gov,fincen.gov,www.fincen.gov,False,False,False,False,True,True,False,521,False,False,False,,,,,,,,,,
firecode.gov,firecode.gov,www.firecode.gov,False,True,True,True,True,True,False,256,False,False,True,,,,,,,,,,
fireleadership.gov,fireleadership.gov,fireleadership.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
firescience.gov,firescience.gov,www.firescience.gov,False,True,True,True,True,True,False,256,True,False,True,,,,,,,,,,
firstfreedom.gov,firstfreedom.gov,,,,,,,,,,,,,,,,,,,,,,
firstgov.gov,firstgov.gov,firstgov.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
firstnet.gov,firstnet.gov,firstnet.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
firstresponder.gov,firstresponder.gov,firstresponder.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
firstrespondertraining.gov,firstrespondertraining.gov,www.firstrespondertraining.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
fishwatch.gov,fishwatch.gov,www.fishwatch.gov,False,True,True,True,True,True,False,256,True,False,True,,,,,,,,,,
fitness.gov,fitness.gov,www.fitness.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
fjc.gov,fjc.gov,www.fjc.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
fleta.gov,fleta.gov,www.fleta.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
fletc.gov,fletc.gov,www.fletc.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
flightschoolcandidates.gov,flightschoolcandidates.gov,flightschoolcandidates.gov,False,False,True,True,True,True,False,256,True,False,True,,,,,,,,,,
floodsmart.gov,floodsmart.gov,www.floodsmart.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
flra.gov,flra.gov,www.flra.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
flu.gov,flu.gov,www.flu.gov,False,False,True,True,True,True,False,521,False,False,False,,,,,,,,,,
fmc.gov,fmc.gov,www.fmc.gov,False,False,True,True,True,True,False,521,False,False,True,,,,,,,,,,
fmcs.gov,fmcs.gov,fmcs.gov,False,False,False,False,True,True,True,256,False,False,False,,,,,,,,,,
fmi.gov,fmi.gov,fmi.gov,False,False,False,True,True,False,False,,False,False,False,,,,,,,,,,
fmshrc.gov,fmshrc.gov,fmshrc.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
fnal.gov,fnal.gov,fnal.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
foia.gov,foia.gov,www.foia.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
foodsafety.gov,foodsafety.gov,www.foodsafety.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
foodsafetyjobs.gov,foodsafetyjobs.gov,foodsafetyjobs.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
fordlibrarymuseum.gov,fordlibrarymuseum.gov,,,,,,,,,,,,,,,,,,,,,,
foreignassistance.gov,foreignassistance.gov,foreignassistance.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
forestsandrangelands.gov,forestsandrangelands.gov,forestsandrangelands.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
forfeiture.gov,forfeiture.gov,www.forfeiture.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
forms.gov,forms.gov,forms.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
fpc.gov,fpc.gov,www.fpc.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
fpds.gov,fpds.gov,fpds.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
freshempire.gov,freshempire.gov,freshempire.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
frpg.gov,frpg.gov,www.frpg.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
frtib.gov,frtib.gov,,,,,,,,,,,,,,,,,,,,,,
frtr.gov,frtr.gov,frtr.gov,False,False,True,True,True,True,False,521,False,False,True,,,,,,,,,,
fs.fed.us,fs.fed.us,www.fs.fed.us,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
fsapubs.gov,fsapubs.gov,fsapubs.gov,False,False,False,True,True,True,False,384,False,False,True,,,,,,,,,,
fsd.gov,fsd.gov,fsd.gov,False,False,True,True,True,True,False,256,True,False,True,,,,,,,,,,
fsgb.gov,fsgb.gov,fsgb.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
fsoc.gov,fsoc.gov,www.fsoc.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
fsrs.gov,fsrs.gov,fsrs.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
ftc.gov,ftc.gov,www.ftc.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
ftccomplaintassistant.gov,ftccomplaintassistant.gov,ftccomplaintassistant.gov,False,False,True,True,True,True,True,384,False,False,False,,,,,,,,,,
ftcefile.gov,ftcefile.gov,ftcefile.gov,False,False,True,True,True,True,False,521,False,False,False,,,,,,,,,,
fueleconomy.gov,fueleconomy.gov,fueleconomy.gov,,,,,,,,,,,,,,,,,,,,,Connectivity not established.
fvap.gov,fvap.gov,www.fvap.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
fws.gov,fws.gov,www.fws.gov,False,False,False,False,True,False,False,,False,False,True,,,,,,,,,,
g5.gov,g5.gov,www.g5.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
gao.gov,gao.gov,www.gao.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
gcmrc.gov,gcmrc.gov,www.gcmrc.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
genome.gov,genome.gov,www.genome.gov,False,False,True,True,True,True,False,521,False,False,False,,,,,,,,,,
geocommunicator.gov,geocommunicator.gov,geocommunicator.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
geomac.gov,geomac.gov,www.geomac.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
geoplatform.gov,geoplatform.gov,www.geoplatform.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
georgewbushlibrary.gov,georgewbushlibrary.gov,georgewbushlibrary.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
getsmartaboutdrugs.gov,getsmartaboutdrugs.gov,www.getsmartaboutdrugs.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
ghi.gov,ghi.gov,,,,,,,,,,,,,,,,,,,,,,
ginniemae.gov,ginniemae.gov,www.ginniemae.gov,False,False,False,False,True,True,False,521,False,False,False,,,,,,,,,,
girlshealth.gov,girlshealth.gov,www.girlshealth.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
globalchange.gov,globalchange.gov,www.globalchange.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
globalhealth.gov,globalhealth.gov,globalhealth.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
globe.gov,globe.gov,www.globe.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
gobierno.gov,gobierno.gov,gobierno.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
gobiernousa.gov,gobiernousa.gov,gobiernousa.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
godirect.gov,godirect.gov,godirect.gov,False,False,False,False,True,False,False,,False,False,False,,,,,,,,,,
goes-r.gov,goes-r.gov,www.goes-r.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
gop.gov,gop.gov,www.gop.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
gopleader.gov,gopleader.gov,gopleader.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
governmentjobs.gov,governmentjobs.gov,governmentjobs.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
govinfo.gov,govinfo.gov,www.govinfo.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
govloans.gov,govloans.gov,govloans.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
govsales.gov,govsales.gov,www.govsales.gov,False,False,False,True,True,True,True,256,False,False,True,,,,,,,,,,
gpo.gov,gpo.gov,www.gpo.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
gps.gov,gps.gov,www.gps.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
grants.gov,grants.gov,grants.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
grantsolutions.gov,grantsolutions.gov,grantsolutions.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
greatagain.gov,greatagain.gov,greatagain.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
greengov.gov,greengov.gov,www.greengov.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
gsa.gov,gsa.gov,www.gsa.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
gsaadvantage.gov,gsaadvantage.gov,gsaadvantage.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
gsaauctions.gov,gsaauctions.gov,gsaauctions.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
gsaig.gov,gsaig.gov,gsaig.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
gsaxcess.gov,gsaxcess.gov,gsaxcess.gov,False,False,False,True,True,True,True,256,False,False,True,,,,,,,,,,
guideline.gov,guideline.gov,guideline.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
guidelines.gov,guidelines.gov,guidelines.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
harp.gov,harp.gov,,,,,,,,,,,,,,,,,,,,,,
hcqualitycommission.gov,hcqualitycommission.gov,hcqualitycommission.gov,,,,,,,,,,,,,,,,,,,,,Connectivity not established.
health.gov,health.gov,health.gov,False,False,True,True,True,True,False,521,False,False,False,,,,,,,,,,
healthcare.gov,healthcare.gov,www.healthcare.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
healthdata.gov,healthdata.gov,www.healthdata.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
healthfinder.gov,healthfinder.gov,healthfinder.gov,False,False,True,True,True,True,False,521,False,False,False,,,,,,,,,,
healthit.gov,healthit.gov,www.healthit.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
healthypeople.gov,healthypeople.gov,www.healthypeople.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
hearttruth.gov,hearttruth.gov,www.hearttruth.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
helpwithmybank.gov,helpwithmybank.gov,helpwithmybank.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
helpwithmycheckingaccount.gov,helpwithmycheckingaccount.gov,helpwithmycheckingaccount.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
helpwithmycreditcard.gov,helpwithmycreditcard.gov,helpwithmycreditcard.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
helpwithmycreditcardbank.gov,helpwithmycreditcardbank.gov,helpwithmycreditcardbank.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
helpwithmymortgage.gov,helpwithmymortgage.gov,,,,,,,,,,,,,,,,,,,,,,
helpwithmymortgagebank.gov,helpwithmymortgagebank.gov,helpwithmymortgagebank.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
hhs.gov,hhs.gov,www.hhs.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
hirevets.gov,hirevets.gov,www.hirevets.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
hispanicheritagemonth.gov,hispanicheritagemonth.gov,hispanicheritagemonth.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
history.gov,history.gov,history.gov,False,False,True,True,True,True,False,256,True,False,True,,,,,,,,,,
hiv.gov,hiv.gov,www.hiv.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
homelandsecurity.gov,homelandsecurity.gov,homelandsecurity.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
homesales.gov,homesales.gov,homesales.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
house.gov,house.gov,www.house.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
housecalendar.gov,housecalendar.gov,housecalendar.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
howto.gov,howto.gov,www.howto.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
hrsa.gov,hrsa.gov,www.hrsa.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
hru.gov,hru.gov,hru.gov,False,False,True,True,True,True,False,521,False,False,True,,,,,,,,,,
hsr.gov,hsr.gov,www.hsr.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
hud.gov,hud.gov,www.hud.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
hudoig.gov,hudoig.gov,www.hudoig.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
huduser.gov,huduser.gov,www.huduser.gov,False,False,True,True,True,True,False,521,False,False,False,,,,,,,,,,
hydrogen.gov,hydrogen.gov,,,,,,,,,,,,,,,,,,,,,,
iad.gov,iad.gov,www.iad.gov,False,False,False,False,True,True,False,384,False,False,False,,,,,,,,,,
iaf.gov,iaf.gov,iaf.gov,False,False,True,True,True,True,False,521,False,False,True,,,,,,,,,,
iarpa-ideas.gov,iarpa-ideas.gov,iarpa-ideas.gov,False,False,True,True,True,True,False,521,False,False,True,,,,,,,,,,
iarpa.gov,iarpa.gov,www.iarpa.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
iat.gov,iat.gov,www.iat.gov,False,False,False,False,True,False,False,,False,False,False,,,,,,,,,,
iawg.gov,iawg.gov,iawg.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
ibwc.gov,ibwc.gov,ibwc.gov,False,False,False,True,True,True,False,521,False,False,False,,,,,,,,,,
ic3.gov,ic3.gov,,,,,,,,,,,,,,,,,,,,,,
icass.gov,icass.gov,www.icass.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
icbemp.gov,icbemp.gov,icbemp.gov,False,False,True,False,False,True,False,256,False,False,True,,,,,,,,,,
ice.gov,ice.gov,www.ice.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
icjointduty.gov,icjointduty.gov,icjointduty.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
identitytheft.gov,identitytheft.gov,identitytheft.gov,False,False,True,True,True,True,True,384,False,False,False,,,,,,,,,,
idmanagement.gov,idmanagement.gov,www.idmanagement.gov,False,False,True,True,True,False,False,,False,False,False,,,,,,,,,,
idtheft.gov,idtheft.gov,idtheft.gov,False,False,True,True,True,True,True,384,False,False,False,,,,,,,,,,
iedison.gov,iedison.gov,iedison.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
ignet.gov,ignet.gov,www.ignet.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
ihs.gov,ihs.gov,www.ihs.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
imls.gov,imls.gov,imls.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
indianaffairs.gov,indianaffairs.gov,www.indianaffairs.gov,False,False,False,False,True,True,True,256,False,False,False,,,,,,,,,,
inel.gov,inel.gov,www.inel.gov,False,False,True,False,False,True,False,256,False,False,False,,,,,,,,,,
info.gov,info.gov,info.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
inl.gov,inl.gov,,,,,,,,,,,,,,,,,,,,,,
innovation.gov,innovation.gov,innovation.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
insurekidsnow.gov,insurekidsnow.gov,www.insurekidsnow.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
integrity.gov,integrity.gov,integrity.gov,False,False,True,True,True,False,False,,False,False,False,,,,,,,,,,
intelink.gov,intelink.gov,www.intelink.gov,False,False,True,True,True,True,False,384,False,False,True,,,,,,,,,,
intelligence.gov,intelligence.gov,www.intelligence.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
intelligencecareers.gov,intelligencecareers.gov,www.intelligencecareers.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
interior.gov,interior.gov,interior.gov,False,False,False,False,True,True,True,256,False,False,False,,,,,,,,,,
interpol.gov,interpol.gov,interpol.gov,False,False,True,True,True,True,False,256,True,False,True,,,,,,,,,,
invasivespecies.gov,invasivespecies.gov,invasivespecies.gov,False,False,False,False,True,False,False,,False,False,True,,,,,,,,,,
invasivespeciesinfo.gov,invasivespeciesinfo.gov,www.invasivespeciesinfo.gov,False,False,True,True,True,True,False,384,False,False,True,,,,,,,,,,
investor.gov,investor.gov,www.investor.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
ipp.gov,ipp.gov,www.ipp.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
iprcenter.gov,iprcenter.gov,www.iprcenter.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
irs.gov,irs.gov,www.irs.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
irsauctions.gov,irsauctions.gov,irsauctions.gov,False,False,True,True,True,True,False,384,False,False,True,,,,,,,,,,
irssales.gov,irssales.gov,irssales.gov,False,False,True,True,True,True,False,384,False,False,True,,,,,,,,,,
irsvideos.gov,irsvideos.gov,www.irsvideos.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
isitdoneyet.gov,isitdoneyet.gov,isitdoneyet.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
isotope.gov,isotope.gov,isotope.gov,,,,,,,,,,,,,,,,,,,,,Connectivity not established.
isotopes.gov,isotopes.gov,isotopes.gov,,,,,,,,,,,,,,,,,,,,,Connectivity not established.
itap.gov,itap.gov,www.itap.gov,False,False,True,True,True,True,False,384,False,False,True,,,,,,,,,,
itdashboard.gov,itdashboard.gov,itdashboard.gov,False,True,True,True,True,True,False,256,True,False,True,,,,,,,,,,
itis.gov,itis.gov,itis.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
its.gov,its.gov,www.its.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
