Domain,Base Domain,Scanned Hostname,SSLv2,SSLv3,TLSv1.0,TLSv1.1,TLSv1.2,Any Forward Secrecy,All Forward Secrecy,Weakest DH Group Size,Any RC4,All RC4,Any 3DES,Key Type,Key Length,Signature Algorithm,SHA-1 in Served Chain,SHA-1 in Constructed Chain,Not Before,Not After,Highest Served Issuer,Highest Constructed Issuer,Errors
america.gov,america.gov,america.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
americathebeautifulquarters.gov,americathebeautifulquarters.gov,americathebeautifulquarters.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
americorps.gov,americorps.gov,americorps.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
ameslab.gov,ameslab.gov,www.ameslab.gov,False,False,False,True,True,True,False,256,False,False,True,,,,,,,,,,
amtrakoig.gov,amtrakoig.gov,www.amtrakoig.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
anchorit.gov,anchorit.gov,www.anchorit.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
anl.gov,anl.gov,www.anl.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
annualcreditreport.gov,annualcreditreport.gov,annualcreditreport.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
anstaskforce.gov,anstaskforce.gov,anstaskforce.gov,False,False,True,True,True,True,False,570,False,False,True,,,,,,,,,,
aoc.gov,aoc.gov,aoc.gov,False,True,True,True,True,True,False,256,True,False,True,,,,,,,,,,
app.gov,app.gov,app.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
applicationmanager.gov,applicationmanager.gov,applicationmanager.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
apps.gov,apps.gov,apps.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
archives.gov,archives.gov,www.archives.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
arctic.gov,arctic.gov,arctic.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
arm.gov,arm.gov,www.arm.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
ars-grin.gov,ars-grin.gov,www.ars-grin.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
arts.gov,arts.gov,www.arts.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
asap.gov,asap.gov,asap.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
asc.gov,asc.gov,www.asc.gov,False,False,True,True,True,True,False,521,False,False,True,,,,,,,,,,
asianpacificheritage.gov,asianpacificheritage.gov,asianpacificheritage.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
askkaren.gov,askkaren.gov,askkaren.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
atcreform.gov,atcreform.gov,www.atcreform.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
atf.gov,atf.gov,www.atf.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
atfonline.gov,atfonline.gov,www.atfonline.gov,False,False,True,True,True,True,False,256,True,False,True,,,,,,,,,,
aviationweather.gov,aviationweather.gov,aviationweather.gov,False,False,True,True,True,True,False,256,True,False,True,,,,,,,,,,
ayudaconmibanco.gov,ayudaconmibanco.gov,ayudaconmibanco.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
bankanswers.gov,bankanswers.gov,bankanswers.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
bankcustomer.gov,bankcustomer.gov,bankcustomer.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
bankcustomerassistance.gov,bankcustomerassistance.gov,bankcustomerassistance.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
bankhelp.gov,bankhelp.gov,bankhelp.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
banknet.gov,banknet.gov,banknet.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
bats.gov,bats.gov,www.bats.gov,False,False,False,False,True,True,False,256,False,False,True,,,,,,,,,,
bbg.gov,bbg.gov,www.bbg.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
bcfp.gov,bcfp.gov,bcfp.gov,False,False,True,True,True,True,False,384,False,False,True,,,,,,,,,,
bea.gov,bea.gov,bea.gov,False,False,True,True,True,True,False,521,False,False,False,,,,,,,,,,
befoodsafe.gov,befoodsafe.gov,befoodsafe.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
benefits.gov,benefits.gov,,,,,,,,,,,,,,,,,,,,,,
betobaccofree.gov,betobaccofree.gov,betobaccofree.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
bfem.gov,bfem.gov,bfem.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
bia.gov,bia.gov,www.bia.gov,False,False,False,False,True,True,True,256,False,False,False,,,,,,,,,,
biomassboard.gov,biomassboard.gov,biomassboard.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
biometriccoe.gov,biometriccoe.gov,biometriccoe.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
biometrics.gov,biometrics.gov,biometrics.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
biopreferred.gov,biopreferred.gov,www.biopreferred.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
bja.gov,bja.gov,,,,,,,,,,,,,,,,,,,,,,
bjs.gov,bjs.gov,bjs.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
blm.gov,blm.gov,www.blm.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
bls.gov,bls.gov,www.bls.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
bnl.gov,bnl.gov,,,,,,,,,,,,,,,,,,,,,,
boem.gov,boem.gov,www.boem.gov,False,False,True,True,True,True,False,521,False,False,True,,,,,,,,,,
bondpro.gov,bondpro.gov,bondpro.gov,False,False,True,True,True,True,False,384,False,False,True,,,,,,,,,,
bop.gov,bop.gov,www.bop.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
bosque.gov,bosque.gov,bosque.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
bpa.gov,bpa.gov,www.bpa.gov,False,False,True,True,True,False,False,,False,False,False,,,,,,,,,,
brac.gov,brac.gov,brac.gov,False,False,True,True,False,True,False,256,False,False,True,,,,,,,,,,
brainhealth.gov,brainhealth.gov,brainhealth.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
broadbandmap.gov,broadbandmap.gov,www.broadbandmap.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
bsee.gov,bsee.gov,www.bsee.gov,False,False,False,False,True,True,True,256,False,False,False,,,,,,,,,,
bts.gov,bts.gov,www.bts.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
budget.gov,budget.gov,budget.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
budgetlob.gov,budgetlob.gov,budgetlob.gov,False,True,True,True,True,True,False,256,True,False,True,,,,,,,,,,
businessusa.gov,businessusa.gov,businessusa.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
buyaccessible.gov,buyaccessible.gov,buyaccessible.gov,False,False,False,True,True,False,False,,False,False,False,,,,,,,,,,
buyusa.gov,buyusa.gov,buyusa.gov,False,False,True,False,False,True,False,256,True,False,True,,,,,,,,,,
campusdrugprevention.gov,campusdrugprevention.gov,www.campusdrugprevention.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
cancer.gov,cancer.gov,www.cancer.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
cancernet.gov,cancernet.gov,cancernet.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
cao.gov,cao.gov,cao.gov,False,False,False,True,True,True,True,521,False,False,False,,,,,,,,,,
capitol.gov,capitol.gov,capitol.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
capnhq.gov,capnhq.gov,www.capnhq.gov,False,False,True,True,True,True,False,521,False,False,True,,,,,,,,,,
casl.gov,casl.gov,www.casl.gov,,,,,,,,,,,,,,,,,,,,,Connectivity not established.
cbo.gov,cbo.gov,cbo.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
cbp.gov,cbp.gov,www.cbp.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
ccac.gov,ccac.gov,www.ccac.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
cdc.gov,cdc.gov,www.cdc.gov,False,False,True,False,True,True,False,256,False,False,True,,,,,,,,,,
cdfifund.gov,cdfifund.gov,www.cdfifund.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cecc.gov,cecc.gov,www.cecc.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cendi.gov,cendi.gov,cendi.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
census.gov,census.gov,census.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
cep.gov,cep.gov,cep.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
cerebrosano.gov,cerebrosano.gov,cerebrosano.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cfa.gov,cfa.gov,www.cfa.gov,False,False,False,True,True,True,True,256,False,False,False,,,,,,,,,,
cfda.gov,cfda.gov,cfda.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
cfo.gov,cfo.gov,cfo.gov,False,True,True,True,True,True,False,256,True,False,True,,,,,,,,,,
cfpa.gov,cfpa.gov,cfpa.gov,False,False,True,True,True,True,False,384,False,False,True,,,,,,,,,,
cfpb.gov,cfpb.gov,cfpb.gov,False,False,True,True,True,True,False,384,False,False,True,,,,,,,,,,
cftc.gov,cftc.gov,www.cftc.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
challenge.gov,challenge.gov,www.challenge.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
challenges.gov,challenges.gov,challenges.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
chcoc.gov,chcoc.gov,chcoc.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
childreninadversity.gov,childreninadversity.gov,www.childreninadversity.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
childstats.gov,childstats.gov,www.childstats.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
childwelfare.gov,childwelfare.gov,childwelfare.gov,False,False,True,True,True,True,False,521,False,False,False,,,,,,,,,,
chinacommission.gov,chinacommission.gov,chinacommission.gov,False,False,True,True,True,True,False,256,True,False,True,,,,,,,,,,
choosemyplate.gov,choosemyplate.gov,www.choosemyplate.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cia.gov,cia.gov,www.cia.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cio.gov,cio.gov,www.cio.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
citizencorps.gov,citizencorps.gov,citizencorps.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
citizenscience.gov,citizenscience.gov,www.citizenscience.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cjis.gov,cjis.gov,www.cjis.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
climate.gov,climate.gov,www.climate.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
clinicaltrials.gov,clinicaltrials.gov,clinicaltrials.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
clintonlibrary.gov,clintonlibrary.gov,www.clintonlibrary.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cloud.gov,cloud.gov,cloud.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cms.gov,cms.gov,www.cms.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cncsoig.gov,cncsoig.gov,www.cncsoig.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
cnss.gov,cnss.gov,www.cnss.gov,False,False,False,False,True,True,False,384,False,False,False,,,,,,,,,,
code.gov,code.gov,code.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
collegedrinkingprevention.gov,collegedrinkingprevention.gov,www.collegedrinkingprevention.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
commerce.gov,commerce.gov,www.commerce.gov,False,False,True,True,True,True,False,521,False,False,False,,,,,,,,,,
complaintreferralexpress.gov,complaintreferralexpress.gov,www.complaintreferralexpress.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
compliance.gov,compliance.gov,compliance.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
comptrollerofthecurrency.gov,comptrollerofthecurrency.gov,comptrollerofthecurrency.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
computersforlearning.gov,computersforlearning.gov,computersforlearning.gov,False,False,False,True,True,True,True,256,False,False,True,,,,,,,,,,
congress.gov,congress.gov,congress.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
congressionaldirectory.gov,congressionaldirectory.gov,congressionaldirectory.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
congressionalrecord.gov,congressionalrecord.gov,congressionalrecord.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
connect.gov,connect.gov,connect.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
consumer.gov,consumer.gov,www.consumer.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
consumeraction.gov,consumeraction.gov,consumeraction.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
consumerbureau.gov,consumerbureau.gov,consumerbureau.gov,False,False,True,True,True,True,False,384,False,False,True,,,,,,,,,,
consumerfinance.gov,consumerfinance.gov,www.consumerfinance.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
consumerfinancial.gov,consumerfinancial.gov,consumerfinancial.gov,False,False,True,True,True,True,False,384,False,False,True,,,,,,,,,,
consumerfinancialbureau.gov,consumerfinancialbureau.gov,consumerfinancialbureau.gov,False,False,True,True,True,True,False,384,False,False,True,,,,,,,,,,
consumerfinancialprotectionbureau.gov,consumerfinancialprotectionbureau.gov,www.consumerfinancialprotectionbureau.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
consumerprotection.gov,consumerprotection.gov,consumerprotection.gov,False,False,True,True,True,True,False,384,False,False,True,,,,,,,,,,
consumerprotectionbureau.gov,consumerprotectionbureau.gov,consumerprotectionbureau.gov,False,False,True,True,True,True,False,384,False,False,True,,,,,,,,,,
consumersentinel.gov,consumersentinel.gov,consumersentinel.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
consumidor.gov,consumidor.gov,www.consumidor.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
continentalshelf.gov,continentalshelf.gov,www.continentalshelf.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
contractdirectory.gov,contractdirectory.gov,,,,,,,,,,,,,,,,,,,,,,
copyright.gov,copyright.gov,copyright.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
coralreef.gov,coralreef.gov,coralreef.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cpars.gov,cpars.gov,www.cpars.gov,False,False,True,True,False,True,False,1024,False,False,True,,,,,,,,,,
cpnireporting.gov,cpnireporting.gov,www.cpnireporting.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
cpsc.gov,cpsc.gov,cpsc.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
crb.gov,crb.gov,crb.gov,False,False,True,True,True,True,False,256,True,False,True,,,,,,,,,,
crimesolutions.gov,crimesolutions.gov,,,,,,,,,,,,,,,,,,,,,,
crimevictims.gov,crimevictims.gov,crimevictims.gov,False,False,True,True,True,True,False,384,False,False,True,,,,,,,,,,
crt2014-2024review.gov,crt2014-2024review.gov,crt2014-2024review.gov,False,False,False,True,True,False,False,,False,False,False,,,,,,,,,,
csce.gov,csce.gov,www.csce.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
csosa.gov,csosa.gov,www.csosa.gov,True,True,True,False,False,True,False,256,True,False,True,,,,,,,,,,
cttso.gov,cttso.gov,cttso.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cuidadodesalud.gov,cuidadodesalud.gov,www.cuidadodesalud.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
cupcao.gov,cupcao.gov,cupcao.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
cyber.gov,cyber.gov,cyber.gov,False,True,True,True,True,True,False,256,True,False,True,,,,,,,,,,
cybercareers.gov,cybercareers.gov,www.cybercareers.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
cybercrime.gov,cybercrime.gov,cybercrime.gov,False,False,True,True,True,True,False,256,True,False,True,,,,,,,,,,
cybersecurity.gov,cybersecurity.gov,cybersecurity.gov,False,True,True,True,True,True,False,256,True,False,True,,,,,,,,,,
data.gov,data.gov,,,,,,,,,,,,,,,,,,,,,,
dea.gov,dea.gov,www.dea.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
deaecom.gov,deaecom.gov,www.deaecom.gov,False,False,False,False,True,False,False,,False,False,False,,,,,,,,,,
defense.gov,defense.gov,www.defense.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
democraticleader.gov,democraticleader.gov,www.democraticleader.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
democraticwhip.gov,democraticwhip.gov,www.democraticwhip.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
dems.gov,dems.gov,www.dems.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
denali.gov,denali.gov,denali.gov,False,False,False,True,True,True,False,256,False,False,True,,,,,,,,,,
dfafacts.gov,dfafacts.gov,dfafacts.gov,True,True,True,False,False,True,False,256,True,False,True,,,,,,,,,,
dhhs.gov,dhhs.gov,dhhs.gov,False,False,True,True,True,True,True,256,False,False,False,,,,,,,,,,
dhs.gov,dhs.gov,www.dhs.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
diabetescommittee.gov,diabetescommittee.gov,www.diabetescommittee.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
digital.gov,digital.gov,,,,,,,,,,,,,,,,,,,,,,
digitaldashboard.gov,digitaldashboard.gov,digitaldashboard.gov,False,False,False,True,True,True,True,256,False,False,False,,,,,,,,,,
digitalgov.gov,digitalgov.gov,,,,,,,,,,,,,,,,,,,,,,
digitalliteracy.gov,digitalliteracy.gov,digitalliteracy.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
directoasucuenta.gov,directoasucuenta.gov,directoasucuenta.gov,False,False,False,False,True,False,False,,False,False,False,,,,,,,,,,
disability.gov,disability.gov,disability.gov,False,False,True,True,True,False,False,,False,False,True,,,,,,,,,,
disasterassistance.gov,disasterassistance.gov,www.disasterassistance.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
disasterhousing.gov,disasterhousing.gov,disasterhousing.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
distracteddriving.gov,distracteddriving.gov,www.distracteddriving.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
distraction.gov,distraction.gov,www.distraction.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
dnfsb.gov,dnfsb.gov,www.dnfsb.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
dni.gov,dni.gov,www.dni.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
dnsops.gov,dnsops.gov,dnsops.gov,False,False,False,True,True,True,False,256,False,False,False,,,,,,,,,,
docline.gov,docline.gov,docline.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
doi.gov,doi.gov,www.doi.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
doioig.gov,doioig.gov,www.doioig.gov,False,False,False,False,True,True,True,256,False,False,False,,,,,,,,,,
dol.gov,dol.gov,www.dol.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
doleta.gov,doleta.gov,doleta.gov,False,False,True,True,True,True,False,384,False,False,False,,,,,,,,,,
donaciondeorganos.gov,donaciondeorganos.gov,donaciondeorganos.gov,False,False,True,True,True,True,False,521,False,False,False,,,,,,,,,,
donotcall.gov,donotcall.gov,donotcall.gov,False,False,True,True,True,True,True,384,False,False,False,,,,,,,,,,
dontserveteens.gov,dontserveteens.gov,dontserveteens.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
dot.gov,dot.gov,,,,,,,,,,,,,,,,,,,,,,
dotgov.gov,dotgov.gov,,,,,,,,,,,,,,,,,,,,,,
dotideahub.gov,dotideahub.gov,www.dotideahub.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
drought.gov,drought.gov,www.drought.gov,False,False,True,True,True,True,False,256,False,False,True,,,,,,,,,,
drugabuse.gov,drugabuse.gov,www.drugabuse.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
dsac.gov,dsac.gov,www.dsac.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
e-enterprise.gov,e-enterprise.gov,e-enterprise.gov,False,False,True,True,True,True,False,521,False,False,False,,,,,,,,,,
eac.gov,eac.gov,www.eac.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
earmarks.gov,earmarks.gov,www.earmarks.gov,False,True,True,True,True,True,False,256,True,False,True,,,,,,,,,,
earthquake.gov,earthquake.gov,www.earthquake.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
earthsystemprediction.gov,earthsystemprediction.gov,earthsystemprediction.gov,False,False,True,True,True,True,False,521,False,False,True,,,,,,,,,,
ecfr.gov,ecfr.gov,ecfr.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
economicinclusion.gov,economicinclusion.gov,economicinclusion.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
econsumer.gov,econsumer.gov,econsumer.gov,False,False,True,True,True,True,True,384,False,False,False,,,,,,,,,,
ecpic.gov,ecpic.gov,www.ecpic.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
ecr.gov,ecr.gov,ecr.gov,False,False,True,True,True,True,False,521,False,False,False,,,,,,,,,,
ed.gov,ed.gov,www.ed.gov,False,False,False,False,True,True,False,256,False,False,False,,,,,,,,,,
eda.gov,eda.gov,eda.gov,False,False,True,True,True,True,False,521,False,False,True,,,,,,,,,,
edison.gov,edison.gov,edison.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
edpubs.gov,edpubs.gov,edpubs.gov,False,False,False,True,True,True,False,384,False,False,True,,,,,,,,,,
education.gov,education.gov,education.gov,False,False,False,True,True,True,False,384,False,False,False,,,,,,,,,,
eeoc.gov,eeoc.gov,www.eeoc.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
eftps.gov,eftps.gov,www.eftps.gov,False,False,True,True,True,True,False,256,False,False,False,,,,,,,,,,
eia.gov,eia.gov,www.eia.gov,False,False,True,True,True,True,False,256,True,False,True,,,,,,,,,,
eisenhowermemorial.gov,eisenhowermemorial.gov,eisenhowermemorial.gov,False,True,True,True,True,True,False,256,False,False,False,,,,,,,,,,
elderjustice.gov,elderjustice.gov,elderjustice.gov,False,False,True,True,True,True,False,256,True,False,True,,,,,,,,,,
emergency-federal-register.gov,emergency-federal-register.gov,emergency-federal-register.gov,False,False,True,False,False,True,False,1024,False,False,False,,,,,,,,,,
